mainFrameColor,1,7,1
jButton1,1,0,0
jButton2,3,1,0
jButton3,5,0,1
jButton4,7,3,0
jButton5,3,2,0
jButton6,2,0,1
jButton7,2,0,10
jButton8,1,0,9
jButton9,9,10,8
jButton10,8,5,6
jButton11,4,8,5
jButton12,5,1,4
jButton13,6,0,3
jButton14,1,1,3
jButton15,5,0,0
jButton16,4,0,9
jButton17,3,0,0
jButton18,2,3,0
jTextField1,8,7,5
jTextField1TextColor,1,10,14
jLabel1,4,7,0
jPanel1,2,0,1
jPanel2,10,3,0
jPanel3,10,0,11
jPanel4,0,2,1
jPanel5,7,7,0
